分类,故障模式,故障场景,故障注入手段,优先级,自动化状态,自动化用例路径,SMTX OS 5.1.0 测试,SMTX OS 5.0.6 测试,SMTX OS 5.1.1 测试,SMTX OS 6.0.0 测试
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的管理网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的存储网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的迁移网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的接入网络入方向网络延迟,,P3,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的管理网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的存储网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的迁移网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的接入网络入方向网络延迟,,P3,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的管理网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的存储网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的迁移网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的接入网络入方向网络延迟,,P3,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的管理网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的存储网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的迁移网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的接入网络入方向网络延迟,,P3,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的管理网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的存储网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的迁移网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的接入网络入方向网络延迟,,P3,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的管理网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的存储网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的迁移网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的接入网络入方向网络延迟,,P3,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,任意一个节点的虚拟机网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,任意一个节点的 PCI 直通或 SR-IOV 直通网口入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,双活集群的仲裁节点的管理网络入方向网络延迟,,P2,Pending,,,,,
Delay,入方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,双活集群的仲裁节点的存储网络入方向网络延迟,,P2,Pending,,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的管理网络出方向网络延迟,,P1,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的存储网络出方向网络延迟,,P1,Automated,testcases.fault.node.network.fault_tc_netem_delay,Y,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的管理网络出方向网络延迟,,P1,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的存储网络出方向网络延迟,,P1,Automated,testcases.fault.node.network.fault_tc_netem_delay,Y,,,Y
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的管理网络出方向网络延迟,,P1,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的存储网络出方向网络延迟,,P1,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个 NTPm Follower 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,集群内 NTP Server 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个非集群内 NTP Server 所在的节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的迁移网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,一个存储节点的接入网络出方向网络延迟,,P3,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,任意一个节点的虚拟机网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,任意一个节点的 PCI 直通或 SR-IOV 直通网口出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,双活集群的仲裁节点的管理网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Delay,出方向网络延迟（随机延迟率，随机延迟时间，随机持续时间）,双活集群的仲裁节点的存储网络出方向网络延迟,,P2,Automated,testcases.fault.node.network.fault_tc_netem_delay,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的管理网络入方向数据包乱序,tc qdisc add dev <interface> root netem delay <time> reorder <percentage> <relevance>,P1,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的存储网络入方向数据包乱序,,P1,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Metad Leader 所在的主节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Metad Follower 所在的主节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的管理网络入方向数据包乱序,,P1,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的存储网络入方向数据包乱序,,P1,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Zookeeper Leader 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Zookeeper Follower 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS Taskd Leader 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS Taskd Follower 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,ZBS NTPd Leader 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 ZBS NTPd Follower 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的管理网络入方向数据包乱序,,P1,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的存储网络入方向数据包乱序,,P1,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Primary MongoDB 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,一个 Secondary MongoDB 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,运行 Prometheus 服务的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,Siren Leader 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的管理网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的存储网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的迁移网络入方向数据包乱序,,P2,Pending,,,,,
Reordering,入方向数据包乱序（随机乱序包比例，随机延迟时间，随机持续时间）,NTPm Leader 所在的节点的接入网络入方向数据包乱序,,P3,Pending,,,,,
