分类,故障模式,故障场景,故障注入手段,优先级,自动化状态,自动化用例路径,SMTX OS 5.1.0 测试,SMTX OS 5.0.6 测试,SMTX OS 5.1.1 测试,SMTX OS 6.0.0 测试
Disk,,一个非集群内 NTP Server 所在的节点的一块作为元数据盘的 SSD 温度过高,,P2,Pending,,,,,
Disk,,任意一个节点的一块作为缓存盘（不含元数据）的 SSD 温度过高,,P2,Pending,,,,,
Disk,,任意一个节点的一块作为数据盘的 SSD 温度过高,,P2,Pending,,,,,
Disk,,（物理机部署）作为双活集群的仲裁节点的系统盘的 SSD 温度过高,,P3,Pending,,,,,
Disk,S.M.A.R.T 错误超过阈值,ZBS Metad Leader 所在的主节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,一个 ZBS Metad Follower 所在的主节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,Zookeeper Leader 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,一个 Zookeeper Follower 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,ZBS Taskd Leader 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,一个 ZBS Taskd Follower 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,ZBS NTPd Leader 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,一个 ZBS NTPd Follower 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,Primary MongoDB 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,一个 Secondary MongoDB 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,运行 Prometheus 服务的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,Siren Leader 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,NTPm Leader 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,一个 NTPm Follower 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,集群内 NTP Server 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,一个非集群内 NTP Server 所在的节点的一块元数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,任意一个节点的一块缓存盘（不含元数据）的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,任意一个节点的一块数据盘的 S.M.A.R.T 错误超过阈值,,P2,Pending,,,,,
Disk,,（物理机部署）双活集群的仲裁节点的系统盘的 S.M.A.R.T 错误超过阈值,,P3,Pending,,,,,
Disk,只读（随机持续时间）,ZBS Metad Leader 所在的主节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,ZBS Metad Leader 所在的主节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个主节点（包括 ZBS Metad Leader 所在的节点）同时分别有一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个主节点（包括 ZBS Metad Leader 所在的节点）同时分别有两块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 ZBS Metad Follower 所在的主节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,一个 ZBS Metad Follower 所在的主节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点同时分别有一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点同时分别有两块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,Zookeeper Leader 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,Zookeeper Leader 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）Zookeeper Leader 所在的节点和一个 Zookeeper Follower 所在的节点同时分别有一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）Zookeeper Leader 所在的节点和一个 Zookeeper Follower 所在的节点同时分别有两块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 Zookeeper Follower 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,一个 Zookeeper Follower 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个 Zookeeper Follower 所在的节点同时分别有一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个 Zookeeper Follower 所在的节点同时分别有两块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,ZBS Taskd Leader 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,ZBS Taskd Leader 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 ZBS Taskd Follower 所在的节点的一块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 ZBS Taskd Follower 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,ZBS NTPd Leader 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,ZBS NTPd Leader 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 ZBS NTPd Follower 所在的节点的一块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 ZBS NTPd Follower 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,Primary MongoDB 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,Primary MongoDB 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）Primary MongoDB 所在的节点和一个 Secondary MongoDB 所在的节点同时分别有一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）Primary MongoDB 所在的节点和一个 Secondary MongoDB 所在的节点同时分别有两块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 Secondary MongoDB 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,一个 Secondary MongoDB 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个 Secondary MongoDB 所在的节点同时分别有一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（5 主节点集群或双活集群）两个 Secondary MongoDB 所在的节点同时分别有两块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,运行 Prometheus 服务的节点的一块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,运行 Prometheus 服务的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,Siren Leader 所在的节点的一块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,Siren Leader 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,NTPm Leader 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,NTPm Leader 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 NTPm Follower 所在的节点的一块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个 NTPm Follower 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,集群内 NTP Server 所在的节点的一块元数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,集群内 NTP Server 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个非集群内 NTP Server 所在的节点的一块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个非集群内 NTP Server 所在的节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个存储节点的一块元数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,一个存储节点的两块元数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,任意一个节点的一块缓存盘（不含元数据）只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（3 副本集群）任意两个节点同时分别有一块缓存盘（不含元数据）只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,任意一个节点的一块数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,任意一个节点的两块数据盘同时只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,任意一个节点的三块数据盘同时只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（3 副本集群）任意两个节点同时分别有一块数据盘只读,,P1,Pending,,,,,
Disk,只读（随机持续时间）,（3 副本集群）任意两个节点同时分别有两块数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,（3 副本集群）任意两个节点同时分别有三块数据盘只读,,P2,Pending,,,,,
Disk,只读（随机持续时间）,双活集群的仲裁节点的系统盘只读,,P3,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,ZBS Metad Leader 所在的主节点的一块元数据盘 IO Load 高水位,stress-ng,P2,Pending,,,,,Y
Disk,IO 繁忙（随机持续时间）,ZBS Metad Leader 所在的主节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个主节点（包括 ZBS Metad Leader 所在的节点）同时分别有一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个主节点（包括 ZBS Metad Leader 所在的节点）同时分别有两块元数据盘 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个 ZBS Metad Follower 所在的主节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个 ZBS Metad Follower 所在的主节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点同时分别有一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点同时分别有两块元数据盘 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,Zookeeper Leader 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,Zookeeper Leader 所在的节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）Zookeeper Leader 所在的节点和一个 Zookeeper Follower 所在的节点同时分别有一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）Zookeeper Leader 所在的节点和一个 Zookeeper Follower 所在的节点同时分别有两块元数据盘 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个 Zookeeper Follower 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个 Zookeeper Follower 所在的节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个 Zookeeper Follower 所在的节点同时分别有一块元数据盘 IO Load 高水位,,P1,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个 Zookeeper Follower 所在的节点同时分别有两块元数据盘 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,ZBS Taskd Leader 所在的节点的一块元数据盘 IO Load 高水位,,P1,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,ZBS Taskd Leader 所在的节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个 ZBS Taskd Follower 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个 ZBS Taskd Follower 所在的节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,ZBS NTPd Leader 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,ZBS NTPd Leader 所在的节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个 ZBS NTPd Follower 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个 ZBS NTPd Follower 所在的节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,Primary MongoDB 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,Primary MongoDB 所在的节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）Primary MongoDB 所在的节点和一个 Secondary MongoDB 所在的节点同时分别有一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）Primary MongoDB 所在的节点和一个 Secondary MongoDB 所在的节点同时分别有两块元数据盘 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个 Secondary MongoDB 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个 Secondary MongoDB 所在的节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个 Secondary MongoDB 所在的节点同时分别有一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（5 主节点集群或双活集群）两个 Secondary MongoDB 所在的节点同时分别有两块元数据盘 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,运行 Prometheus 服务的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,运行 Prometheus 服务的节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,Siren Leader 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,Siren Leader 所在的节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,NTPm Leader 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,NTPm Leader 所在的节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个 NTPm Follower 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个 NTPm Follower 所在的节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,集群内 NTP Server 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,集群内 NTP Server 所在的节点的两块元数据盘同时 IO Load 高水位,,P1,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个非集群内 NTP Server 所在的节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个非集群内 NTP Server 所在的节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,一个存储节点的一块元数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,一个存储节点的两块元数据盘同时 IO Load 高水位,,P2,Automated,testcases.fault.node.os.fault_node_disk_io_stressor,,,,
Disk,IO 繁忙（随机持续时间）,任意一个节点的一块缓存盘（不含元数据） IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（3 副本集群）任意两个节点同时分别有一块缓存盘（不含元数据） IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,任意一个节点的一块数据盘 IO Load 高水位,,P1,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,任意一个节点的两块数据盘同时 IO Load 高水位,,P1,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,任意一个节点的三块数据盘同时 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（3 副本集群）任意两个节点同时分别有一块数据盘 IO Load 高水位,,P1,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（3 副本集群）任意两个节点同时分别有两块数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,（3 副本集群）任意两个节点同时分别有三块数据盘 IO Load 高水位,,P2,Pending,,,,,
Disk,IO 繁忙（随机持续时间）,双活集群的仲裁节点的系统盘 IO Load 高水位,,P3,Automation in Progress,,,,,
Disk,存储空间耗尽,ZBS Metad Leader 所在的主节点的一块元数据盘存储空间耗尽,fallocate,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,ZBS Metad Leader 所在的主节点的两块元数据盘同时存储空间耗尽,,P1,Automation in Progress,,,,,Y
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个主节点（包括 ZBS Metad Leader 所在的节点）同时分别有一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个主节点（包括 ZBS Metad Leader 所在的节点）同时分别有两块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 ZBS Metad Follower 所在的主节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 ZBS Metad Follower 所在的主节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点同时分别有一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点同时分别有两块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,Zookeeper Leader 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,Zookeeper Leader 所在的节点的两块元数据盘同时存储空间耗尽,,P1,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）Zookeeper Leader 所在的节点和一个 Zookeeper Follower 所在的节点同时分别有一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）Zookeeper Leader 所在的节点和一个 Zookeeper Follower 所在的节点同时分别有两块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 Zookeeper Follower 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 Zookeeper Follower 所在的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个 Zookeeper Follower 所在的节点同时分别有一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个 Zookeeper Follower 所在的节点同时分别有两块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,ZBS Taskd Leader 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,ZBS Taskd Leader 所在的节点的两块元数据盘同时存储空间耗尽,,P1,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 ZBS Taskd Follower 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 ZBS Taskd Follower 所在的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,ZBS NTPd Leader 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,ZBS NTPd Leader 所在的节点的两块元数据盘同时存储空间耗尽,,P1,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 ZBS NTPd Follower 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 ZBS NTPd Follower 所在的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,Primary MongoDB 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,Primary MongoDB 所在的节点的两块元数据盘同时存储空间耗尽,,P1,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）Primary MongoDB 所在的节点和一个 Secondary MongoDB 所在的节点同时分别有一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）Primary MongoDB 所在的节点和一个 Secondary MongoDB 所在的节点同时分别有两块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 Secondary MongoDB 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 Secondary MongoDB 所在的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个 Secondary MongoDB 所在的节点同时分别有一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（5 主节点集群或双活集群）两个 Secondary MongoDB 所在的节点同时分别有两块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,运行 Prometheus 服务的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,运行 Prometheus 服务的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,Siren Leader 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,Siren Leader 所在的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,NTPm Leader 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,NTPm Leader 所在的节点的两块元数据盘同时存储空间耗尽,,P1,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 NTPm Follower 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个 NTPm Follower 所在的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,集群内 NTP Server 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,集群内 NTP Server 所在的节点的两块元数据盘同时存储空间耗尽,,P1,Automation in Progress,,,,,
Disk,存储空间耗尽,一个非集群内 NTP Server 所在的节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个非集群内 NTP Server 所在的节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个存储节点的一块元数据盘存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,一个存储节点的两块元数据盘同时存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,任意一个节点的一块缓存盘（不含元数据）存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,（3 副本集群）任意两个节点同时分别有一块缓存盘（不含元数据）存储空间耗尽,,P2,Automation in Progress,,,,,
Disk,存储空间耗尽,任意一个节点的一块数据盘存储空间耗尽,,P1,Pending,,,,,
Disk,存储空间耗尽,任意一个节点的两块数据盘同时存储空间耗尽,,P2,Pending,,,,,
Disk,存储空间耗尽,任意一个节点的三块数据盘同时存储空间耗尽,,P2,Pending,,,,,
Disk,存储空间耗尽,（3 副本集群）任意两个节点同时分别有一块数据盘存储空间耗尽,,P1,Pending,,,,,
Disk,存储空间耗尽,（3 副本集群）任意两个节点同时分别有两块数据盘存储空间耗尽,,P2,Pending,,,,,
Disk,存储空间耗尽,（3 副本集群）任意两个节点同时分别有三块数据盘存储空间耗尽,,P2,Pending,,,,,
Disk,存储空间耗尽,双活集群的仲裁节点的系统盘存储空间耗尽,,P3,Automation in Progress,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接管理网络的一块 NIC 温度过高（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接管理网络的一块 NIC 温度过高（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接管理网络的一块 NIC 温度过高（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接管理网络的一块 NIC 温度过高（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接存储网络的一块 NIC 温度过高（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接存储网络的一块 NIC 温度过高（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接存储网络的一块 NIC 温度过高（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接存储网络的一块 NIC 温度过高（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接存储网络的一块 NIC 温度过高（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,温度过高（随机持续时间）,ZBS Metad Leader 所在的主节点连接存储网络的一块 NIC 温度过高（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
